complaint_id,source_channel,timestamp,raw_text,language_ground_truth,department_ground_truth,category_ground_truth,locality_ground_truth,ward_ground_truth,urgency_ground_truth,incident_id,status,resolved_at
CMP-0049,CM Helpline,2026-06-29T06:14:00,Water supply stopped abruptly in E-8 Gulmohar without prior notice. Need urgent water tanker.,English,Water Supply,Water outage,Gulmohar,49,High,INC-0006,Resolved,2026-06-29T12:14:00
CMP-0046,Social Media,2026-06-29T11:56:00,No municipal tap water in Gulmohar since 3 days. Kindly restore the supply immediately.,English,Water Supply,Water outage,Gulmohar,49,High,INC-0006,Resolved,2026-07-04T04:56:00
CMP-0577,Elected Representative,2026-06-29T18:00:00,"लालघाटी क्षेत्र में नल से बहुत कम पानी आ रहा है, कृपया प्रेशर की जांच करवाएं।",Hindi,Water Supply,Low water pressure,Lalghati,6,Medium,INC-0422,In Progress,
CMP-0048,Mobile App,2026-06-29T18:55:00,Bhai Gulmohar Colony side tap water completely band hai 1 week se. Please urgent help karo.,Hinglish,Water Supply,Water outage,Gulmohar,49,High,INC-0006,Resolved,2026-07-04T12:55:00
CMP-0650,CM Helpline,2026-06-29T22:00:00,"Jahangirabad क्षेत्र में सड़क धंस गई है, भारी वाहनों के चलने से खतरा बढ़ गया है।",Hindi,Roads,Road damage,Jahangirabad,41,Medium,INC-0495,Resolved,2026-07-02T18:00:00
CMP-0449,Municipal Helpline,2026-06-29T23:00:00,गोविंदपुरा में पिछले 5 दिन से अघोषित बिजली कटौती है। भीषण गर्मी में लोग परेशान हैं।,Hindi,Electricity,Power outage,Govindpura,58,High,INC-0294,Resolved,2026-07-01T08:00:00
CMP-0387,Municipal Helpline,2026-06-30T05:00:00,"Kamla Nagar road pe dead animal pada hua hai kal se, bahut badboo aa rahi hai, urgent remove karo.",Hinglish,Sanitation,Dead animal removal,Kamla Nagar,29,High,INC-0232,In Progress,
CMP-0317,Mobile App,2026-06-30T06:00:00,Dangerous potholes on Shahpura main road. Multiple two-wheeler riders have fallen.,English,Roads,Pothole,Shahpura,50,Medium,INC-0162,Pending,
CMP-0454,CM Helpline,2026-06-30T16:00:00,करोंद क्षेत्र में नल में पानी नहीं आ रहा है 5 दिन से। कृपया तुरंत जल प्रदाय शुरू कराएं।,Hindi,Water Supply,Water outage,Karond,15,High,INC-0299,Pending,
CMP-0495,Municipal Helpline,2026-06-30T16:00:00,गुलमोहर में सीवरेज लाइन जाम होने से गंदा पानी घरों के आगे भर गया है।,Hindi,Drainage,Overflowing sewage,Gulmohar,49,High,INC-0340,Resolved,2026-07-03T13:00:00
CMP-0633,Mobile App,2026-07-01T16:00:00,इंद्रपुरी में नलों से बदबूदार और गंदा पीला पानी आ रहा है। यह पीने लायक बिल्कुल नहीं है।,Hindi,Water Supply,Contaminated water,Indrapuri,62,Critical,INC-0478,Pending,
CMP-0217,Mobile App,2026-07-02T05:00:00,"Jahangirabad chowki square ke paas deep pothole hai, night me visible nahi hota, accident prone hai.",Hinglish,Roads,Pothole,Jahangirabad,41,Medium,INC-0062,Resolved,2026-07-05T14:00:00
CMP-0590,Elected Representative,2026-07-02T06:00:00,"Bhadbhada road area me water supply cut off hai kal se, sabhi log pareshan hain.",Hinglish,Water Supply,Water outage,Bhadbhada,27,High,INC-0435,Resolved,2026-07-04T22:00:00
CMP-0692,Mobile App,2026-07-02T23:00:00,Deep craters developed on Govindpura Industrial Area road after rain. Major hazard for night commuters.,English,Roads,Pothole,Govindpura,58,Medium,INC-0537,Resolved,2026-07-03T22:00:00
CMP-0257,CM Helpline,2026-07-03T04:00:00,"Barkheda market me streetlights band hain kal se, raat ko poora dark ho jata hai, safety risk hai.",Hinglish,Street Lighting,Streetlight not working,Barkheda,59,Low,INC-0102,Resolved,2026-07-07T09:00:00
CMP-0284,Municipal Helpline,2026-07-03T06:00:00,Bhai पिपलानी side tap water completely band hai 1 week se. Please urgent help karo.,Hinglish,Water Supply,Water outage,Piplani,60,High,INC-0129,Resolved,2026-07-04T03:00:00
CMP-0067,CM Helpline,2026-07-03T09:08:00,"Piplani sector me complete blackout hai evening se, electricity board call pick nahi kar raha.",Hinglish,Electricity,Power outage,Piplani,60,High,INC-0009,Pending,
CMP-0437,CM Helpline,2026-07-03T16:00:00,Water supply stopped abruptly in Shahpura B sector without prior notice. Need urgent water tanker.,English,Water Supply,Water outage,Shahpura,50,High,INC-0282,Pending,
CMP-0066,Municipal Helpline,2026-07-03T19:17:00,"पिपलानी क्षेत्र में बिजली गुल है, ग्रिड या ट्रांसफार्मर में खराबी की आशंका है।",Hindi,Electricity,Power outage,Piplani,60,High,INC-0009,Pending,
CMP-0464,Municipal Helpline,2026-07-03T22:00:00,"पानी की भारी किल्लत Idgah Hills में। बोरिंग और नल दोनों बंद हैं, बच्चे परेशान हो रहे हैं।",Hindi,Water Supply,Water outage,Idgah Hills,9,High,INC-0309,Pending,
CMP-0065,Mobile App,2026-07-04T08:16:00,"Piplani sector me complete blackout hai evening se, electricity board call pick nahi kar raha.",Hinglish,Electricity,Power outage,Piplani,60,High,INC-0009,Pending,
CMP-0344,CM Helpline,2026-07-04T16:00:00,"Bairagarh क्षेत्र में डेंगू का खतरा बढ़ रहा है, कीटनाशक छिड़काव कराया जाए।",Hindi,Public Health,Mosquito breeding / fogging request,Bairagarh,3,Medium,INC-0189,Resolved,2026-07-09T14:00:00
CMP-0380,Municipal Helpline,2026-07-04T16:00:00,"New Market me drain blocked hai plastic ki wajah se, dirty water road pe overflow kar raha hai.",Hinglish,Drainage,Drain blockage,New Market,32,High,INC-0225,Resolved,2026-07-05T22:00:00
CMP-0714,Elected Representative,2026-07-04T17:00:00,Ratibad क्षेत्र में मुख्य नाला जाम होने से रिहायशी घरों के सामने जलभराव हो गया है।,Hindi,Drainage,Drain blockage,Ratibad,84,High,INC-0559,Resolved,2026-07-06T07:00:00
CMP-0234,CM Helpline,2026-07-04T21:00:00,एमपी नगर क्षेत्र में मुख्य नाला जाम होने से रिहायशी घरों के सामने जलभराव हो गया है।,Hindi,Drainage,Drain blockage,MP Nagar,47,High,INC-0079,In Progress,
CMP-0710,Municipal Helpline,2026-07-04T21:00:00,Contaminated sewer water mixing with drinking supply in एमपी नगर. Risk of cholera outbreak.,English,Water Supply,Contaminated water,MP Nagar,47,Critical,INC-0555,In Progress,
CMP-0715,CM Helpline,2026-07-04T22:00:00,"Broken, sunken manhole lid in Idgah Hills. Someone placed a tree branch as warning.",English,Drainage,Damaged manhole cover,Idgah Hills,9,Critical,INC-0560,Pending,
CMP-0063,Elected Representative,2026-07-04T22:33:00,"Piplani sector me complete blackout hai evening se, electricity board call pick nahi kar raha.",Hinglish,Electricity,Power outage,Piplani,60,High,INC-0009,Pending,
CMP-0408,Social Media,2026-07-05T00:00:00,Pack of aggressive stray dogs chasing pedestrians and cyclists in Gandhi Nagar.,English,Public Health,Stray dog menace,Gandhi Nagar,1,Medium,INC-0253,Resolved,2026-07-09T18:00:00
CMP-0451,Mobile App,2026-07-05T01:00:00,Severe water shortage in भदभदा area. Not a single drop of water since yesterday.,English,Water Supply,Water outage,Bhadbhada,27,High,INC-0296,Resolved,2026-07-05T09:00:00
CMP-0486,Mobile App,2026-07-05T01:00:00,"गांधी नगर side trickle flow aa raha hai municipal line se, please check karo.",Hinglish,Water Supply,Low water pressure,Gandhi Nagar,1,Medium,INC-0331,Resolved,2026-07-07T00:00:00
CMP-0064,Municipal Helpline,2026-07-05T02:57:00,"Piplani क्षेत्र में बिजली गुल है, ग्रिड या ट्रांसफार्मर में खराबी की आशंका है।",Hindi,Electricity,Power outage,Piplani,60,High,INC-0009,Pending,
CMP-0636,Social Media,2026-07-05T20:00:00,Bagsewaniya के पास मुख्य पाइपलाइन फूट गई है और हजारों लीटर साफ पानी सड़क पर बह रहा है।,Hindi,Water Supply,Water leakage,Bagsewaniya,54,Medium,INC-0481,Pending,
CMP-0718,Municipal Helpline,2026-07-05T20:00:00,"Bhai Top n Town New Market road ki halat kharab hai, gaddhe hi gaddhe hain, repair karwao please.",Hinglish,Roads,Pothole,New Market,32,Medium,INC-0563,In Progress,
CMP-0381,Elected Representative,2026-07-06T03:00:00,Hoshangabad highway me open plot pe unauthorized dumping ho rahi hai roz raat ko.,Hinglish,Sanitation,Open dumping,Hoshangabad Road,52,Medium,INC-0226,In Progress,
CMP-0736,Mobile App,2026-07-06T03:00:00,"अवधपुरी क्षेत्र में खंभे की लाइट खराब है, असामाजिक तत्वों का जमावड़ा लग रहा है।",Hindi,Street Lighting,Streetlight not working,Awadhpuri,64,Low,INC-0581,Pending,
CMP-0309,CM Helpline,2026-07-06T06:00:00,Nullah blocked near Bagsewaniya causing artificial waterlogging during light rains.,English,Drainage,Drain blockage,Bagsewaniya,54,High,INC-0154,In Progress,
CMP-0515,CM Helpline,2026-07-06T06:00:00,"Bittan market ground ke paas dead dog lying on road, please municipal sanitary team ko alert karo.",Hinglish,Sanitation,Dead animal removal,Bittan Market,46,High,INC-0360,Resolved,2026-07-06T21:00:00
CMP-0107,Mobile App,2026-07-06T10:00:00,"कोलार में पिछले कल से पानी नहीं आया है, नगर निगम तुरंत टैंकर भिजवाए।",Hindi,Water Supply,Water outage,Kolar,80,High,INC-0020,Resolved,2026-07-08T11:00:00
CMP-0144,CM Helpline,2026-07-06T16:00:00,"होशंगाबाद रोड चौराहे के पास सड़क में बड़े-बड़े गड्ढे हैं, रात में दुर्घटना का भारी खतरा है।",Hindi,Roads,Pothole,Hoshangabad Road,52,Medium,INC-0032,Resolved,2026-07-09T19:00:00
CMP-0157,Mobile App,2026-07-06T16:00:00,Light pole fixture not functional in Shahpura. Area completely pitch dark at night.,English,Street Lighting,Streetlight not working,Shahpura,50,Low,INC-0036,Resolved,2026-07-08T16:00:00
CMP-0573,Mobile App,2026-07-06T17:00:00,Severe mosquito menace in बावड़िया कलां. Urgent need for anti-larval fogging spray.,English,Public Health,Mosquito breeding / fogging request,Bawadiya Kalan,51,Medium,INC-0418,Resolved,2026-07-08T12:00:00
CMP-0156,CM Helpline,2026-07-06T18:00:00,Streetlights on the entire stretch of Shahpura are dark for 4 days. Safety hazard for women.,English,Street Lighting,Streetlight not working,Shahpura,50,Low,INC-0036,Resolved,2026-07-11T04:00:00
CMP-0693,Mobile App,2026-07-06T19:00:00,Dangerous potholes on M.P. Nagar main road. Multiple two-wheeler riders have fallen.,English,Roads,Pothole,MP Nagar,47,Medium,INC-0538,Pending,
CMP-0346,CM Helpline,2026-07-06T22:00:00,"Ayodhya Bypass park ke paas trash pile up ho gaya hai, please Nagar Nigam vehicle bhejo.",Hinglish,Sanitation,Garbage accumulation,Ayodhya Bypass,65,Medium,INC-0191,Resolved,2026-07-10T11:00:00
CMP-0288,Elected Representative,2026-07-07T02:00:00,Stagnant pool of green dirty water near Chuna Bhatti residential plots breeding pests.,English,Public Health,Stagnant water near habitation,Chuna Bhatti,82,Medium,INC-0133,Resolved,2026-07-08T04:00:00
CMP-0155,Municipal Helpline,2026-07-07T05:00:00,Streetlights on the entire stretch of Shahpura are dark for one week. Safety hazard for women.,English,Street Lighting,Streetlight not working,Shahpura,50,Low,INC-0036,Resolved,2026-07-07T16:00:00
CMP-0106,CM Helpline,2026-07-07T06:00:00,Kolar में एक हफ्ते से पानी की सप्लाई पूरी तरह बंद है। पीने के पानी के लिए भारी परेशानी हो रही है।,Hindi,Water Supply,Water outage,Kolar,80,High,INC-0020,Resolved,2026-07-11T23:00:00
CMP-0520,Municipal Helpline,2026-07-07T14:00:00,"Kolar pole ke base pe live wires exposed hain, immediate action needed.",Hinglish,Street Lighting,Exposed wiring on pole,Kolar,80,Critical,INC-0365,In Progress,
CMP-0739,CM Helpline,2026-07-07T16:00:00,"न्यू मार्केट के खाली मैदान में ठहरा हुआ पानी सड़ रहा है, पानी की निकासी कराई जाए।",Hindi,Public Health,Stagnant water near habitation,New Market,32,Medium,INC-0584,Pending,
CMP-0105,CM Helpline,2026-07-07T17:00:00,"Kolar में पिछले कल से पानी नहीं आया है, नगर निगम तुरंत टैंकर भिजवाए।",Hindi,Water Supply,Water outage,Kolar,80,High,INC-0020,Resolved,2026-07-08T00:00:00
CMP-0305,Mobile App,2026-07-07T19:00:00,Deep craters developed on Bawadiya Kalan road after rain. Major hazard for night commuters.,English,Roads,Pothole,Bawadiya Kalan,51,Medium,INC-0150,In Progress,
CMP-0557,Municipal Helpline,2026-07-07T19:00:00,Water supply has been completely cut off in टीटी नगर for 4 days. Residents are facing severe hardship.,English,Water Supply,Water outage,TT Nagar,33,High,INC-0402,In Progress,
CMP-0118,Social Media,2026-07-07T22:00:00,Garbage dumped on एमपी नगर roadside for 2 days. Stray cattle and dogs scattering waste.,English,Sanitation,Garbage accumulation,MP Nagar,47,Medium,INC-0024,Resolved,2026-07-11T21:00:00
CMP-0681,Mobile App,2026-07-08T00:00:00,"Gulmohar me road completely break ho chuki hai, sirf dust aur stones bache hain.",Hinglish,Roads,Road damage,Gulmohar,49,Medium,INC-0526,Resolved,2026-07-12T10:00:00
CMP-0119,CM Helpline,2026-07-08T01:00:00,Garbage dumped on MP nagar market roadside for one week. Stray cattle and dogs scattering waste.,English,Sanitation,Garbage accumulation,MP Nagar,47,Medium,INC-0024,Resolved,2026-07-11T15:00:00
CMP-0145,CM Helpline,2026-07-08T02:00:00,Dangerous potholes on Hoshangabad Road main road. Multiple two-wheeler riders have fallen.,English,Roads,Pothole,Hoshangabad Road,52,Medium,INC-0032,Resolved,2026-07-09T23:00:00
CMP-0120,Social Media,2026-07-08T13:00:00,Open trash piled up near MP Nagar Zone 2 community park. Health hazard for children and elders.,English,Sanitation,Garbage accumulation,MP Nagar,47,Medium,INC-0024,Resolved,2026-07-12T11:00:00
CMP-0549,Municipal Helpline,2026-07-08T15:00:00,Carcass of dead cattle on the road in Lalghati Chouraha. Please dispatch sanitation squad immediately.,English,Sanitation,Dead animal removal,Lalghati,6,High,INC-0394,In Progress,
CMP-0499,CM Helpline,2026-07-08T17:00:00,Open trash piled up near शाहपुरा community park. Health hazard for children and elders.,English,Sanitation,Garbage accumulation,Shahpura,50,Medium,INC-0344,In Progress,
CMP-0424,Social Media,2026-07-08T20:00:00,"Bittan Market main road pe bahut bade potholes ho gaye hain, do-wheelers roz phisal rahe hain.",Hinglish,Roads,Pothole,Bittan Market,46,Medium,INC-0269,Pending,
CMP-0386,Mobile App,2026-07-08T22:00:00,"MP Nagar में सफाई कर्मचारी कचरा नहीं उठा रहे हैं, चारों तरफ कूड़ा बिखरा पड़ा है।",Hindi,Sanitation,Garbage accumulation,MP Nagar,47,Medium,INC-0231,Pending,
CMP-0121,Social Media,2026-07-08T23:00:00,"MP Nagar me bahut sara kachra jama ho gaya hai 3 din se, bohot gandi smell aa rahi hai.",Hinglish,Sanitation,Garbage accumulation,MP Nagar,47,Medium,INC-0024,Resolved,2026-07-12T10:00:00
CMP-0216,Elected Representative,2026-07-08T23:00:00,Shahpura में मच्छरों का भारी प्रकोप है। नगर निगम तुरंत फागिंग मशीन भिजवाए।,Hindi,Public Health,Mosquito breeding / fogging request,Shahpura,50,Medium,INC-0061,In Progress,
CMP-0226,Elected Representative,2026-07-09T02:00:00,Unscheduled power cut in Govindpura for the past yesterday. Inverter battery discharged.,English,Electricity,Power outage,Govindpura,58,High,INC-0071,Pending,
CMP-0296,Social Media,2026-07-09T15:00:00,Water supply has been completely cut off in Gandhi Nagar for 3 days. Residents are facing severe hardship.,English,Water Supply,Water outage,Gandhi Nagar,1,High,INC-0141,Pending,
CMP-0290,CM Helpline,2026-07-09T21:00:00,Contaminated sewer water mixing with drinking supply in Bhadbhada. Risk of cholera outbreak.,English,Water Supply,Contaminated water,Bhadbhada,27,Critical,INC-0135,Resolved,2026-07-12T09:00:00
CMP-0727,CM Helpline,2026-07-09T21:00:00,"Karond me bahut sara kachra jama ho gaya hai kal se, bohot gandi smell aa rahi hai.",Hinglish,Sanitation,Garbage accumulation,Karond,15,Medium,INC-0572,Pending,
CMP-0688,Municipal Helpline,2026-07-10T03:00:00,"Misrod क्षेत्र में पीने के पानी में सीवेज का पानी मिल रहा है, लोग बीमार पड़ रहे हैं।",Hindi,Water Supply,Contaminated water,Misrod,85,Critical,INC-0533,Pending,
CMP-0542,Mobile App,2026-07-10T04:00:00,Shyamla ke raste me construction debris dump karke block kar diya hai.,Hinglish,Roads,Road obstruction,Shyamla Hills,24,High,INC-0387,In Progress,
CMP-0285,Elected Representative,2026-07-10T05:00:00,Water supply stopped abruptly in Idgah Hills without prior notice. Need urgent water tanker.,English,Water Supply,Water outage,Idgah Hills,9,High,INC-0130,Pending,
CMP-0656,Mobile App,2026-07-10T05:00:00,Severe water shortage in कोलार area. Not a single drop of water since yesterday.,English,Water Supply,Water outage,Kolar,80,High,INC-0501,Resolved,2026-07-13T18:00:00
CMP-0663,Municipal Helpline,2026-07-11T01:00:00,"एमपी नगर मुख्य मार्ग पर मृत पशु पड़ा हुआ है, संक्रमण फैलने की आशंका है।",Hindi,Sanitation,Dead animal removal,MP Nagar,47,High,INC-0508,Resolved,2026-07-15T03:00:00
CMP-0389,CM Helpline,2026-07-11T03:00:00,Severe water shortage in Gulmohar Colony area. Not a single drop of water since yesterday.,English,Water Supply,Water outage,Gulmohar,49,High,INC-0234,Pending,
CMP-0540,Elected Representative,2026-07-11T06:00:00,"Jahangirabad residential lane me sewage overflow ho raha hai, filthy smell aur health hazard hai.",Hinglish,Drainage,Overflowing sewage,Jahangirabad,41,High,INC-0385,Pending,
CMP-0185,Mobile App,2026-07-12T02:00:00,Severe mosquito menace in Ashoka Garden. Urgent need for anti-larval fogging spray.,English,Public Health,Mosquito breeding / fogging request,Ashoka Garden,38,Medium,INC-0044,Resolved,2026-07-14T22:00:00
CMP-0183,CM Helpline,2026-07-12T15:00:00,"Ashoka Garden me machhar bohot badh gaye hain, malaria dengue ka fear hai, please fogging karwa do.",Hinglish,Public Health,Mosquito breeding / fogging request,Ashoka Garden,38,Medium,INC-0044,Resolved,2026-07-16T05:00:00
CMP-0186,Municipal Helpline,2026-07-12T17:00:00,अशोका गार्डन में मच्छरों का भारी प्रकोप है। नगर निगम तुरंत फागिंग मशीन भिजवाए।,Hindi,Public Health,Mosquito breeding / fogging request,Ashoka Garden,38,Medium,INC-0044,Resolved,2026-07-14T00:00:00
CMP-0184,CM Helpline,2026-07-12T19:00:00,"Ashoka garden thana me machhar bohot badh gaye hain, malaria dengue ka fear hai, please fogging karwa do.",Hinglish,Public Health,Mosquito breeding / fogging request,Ashoka Garden,38,Medium,INC-0044,Resolved,2026-07-17T03:00:00
CMP-0260,CM Helpline,2026-07-12T21:00:00,"सुभाष नगर me drain blocked hai plastic ki wajah se, dirty water road pe overflow kar raha hai.",Hinglish,Drainage,Drain blockage,Subhash Nagar,39,High,INC-0105,Resolved,2026-07-15T23:00:00
CMP-0411,CM Helpline,2026-07-12T21:00:00,Shahpura main road par fallen tree branch ki wajah se heavy jam laga hai.,Hinglish,Roads,Road obstruction,Shahpura,50,High,INC-0256,Resolved,2026-07-15T03:00:00
CMP-0519,Mobile App,2026-07-12T21:00:00,"ईदगाह हिल्स side loose electrical wire zameen ke paas aa gaya hai, please fix it.",Hinglish,Electricity,Loose overhead wires,Idgah Hills,9,Critical,INC-0364,Pending,
CMP-0433,Municipal Helpline,2026-07-13T02:00:00,"अरेरा कॉलोनी side road sink ho gayi hai, gaadi chalana dangerous ho gaya hai.",Hinglish,Roads,Road damage,Arera Colony,48,Medium,INC-0278,In Progress,
CMP-0374,Municipal Helpline,2026-07-13T21:00:00,Uneven cracked road stretch in Panchsheel Nagar causing vehicle suspension breakdown.,English,Roads,Road damage,Panchsheel Nagar,30,Medium,INC-0219,Resolved,2026-07-15T19:00:00
CMP-0562,CM Helpline,2026-07-14T01:00:00,Shyamla Hills के पास पूरी सड़क उखड़ गई है और केवल गिट्टी और धूल उड़ रही है।,Hindi,Roads,Road damage,Shyamla Hills,24,Medium,INC-0407,In Progress,
CMP-0293,CM Helpline,2026-07-14T03:00:00,"Panchsheel Nagar me machhar bohot badh gaye hain, malaria dengue ka fear hai, please fogging karwa do.",Hinglish,Public Health,Mosquito breeding / fogging request,Panchsheel Nagar,30,Medium,INC-0138,Resolved,2026-07-17T05:00:00
CMP-0489,Mobile App,2026-07-14T21:00:00,Light pole fixture not functional in Shahpura. Area completely pitch dark at night.,English,Street Lighting,Streetlight not working,Shahpura,50,Low,INC-0334,Resolved,2026-07-16T10:00:00
CMP-0420,CM Helpline,2026-07-14T23:00:00,Waterlogged vacant plot in Chuna Bhatti emitting foul odor and breeding vector mosquitoes.,English,Public Health,Stagnant water near habitation,Chuna Bhatti,82,Medium,INC-0265,Resolved,2026-07-17T19:00:00
CMP-0564,Mobile App,2026-07-15T05:00:00,Live electrical wires exposed on metal pole in North TT Nagar. Risk of electrocution in rain.,English,Street Lighting,Exposed wiring on pole,TT Nagar,33,Critical,INC-0409,In Progress,
CMP-0279,CM Helpline,2026-07-15T15:00:00,बैरागढ़ में सार्वजनिक शौचालय में गंदगी का अंबार है और पानी की कोई व्यवस्था नहीं है।,Hindi,Public Health,Public toilet sanitation,Bairagarh,3,Medium,INC-0124,Resolved,2026-07-17T11:00:00
CMP-0598,CM Helpline,2026-07-15T15:00:00,अयोध्या बायपास में 4 दिन से पानी का प्रेशर बहुत धीमा है। टंकी भरने में घंटों लग रहे हैं।,Hindi,Water Supply,Low water pressure,Ayodhya Bypass,65,Medium,INC-0443,In Progress,
CMP-0254,Social Media,2026-07-15T16:00:00,Deep craters developed on Shahpura B sector road after rain. Major hazard for night commuters.,English,Roads,Pothole,Shahpura,50,Medium,INC-0099,Pending,
CMP-0307,Elected Representative,2026-07-15T16:00:00,अरेरा कॉलोनी में बड़ा पेड़ सड़क पर गिर गया है जिससे पूरा रास्ता बंद हो गया है।,Hindi,Roads,Road obstruction,Arera Colony,48,High,INC-0152,Resolved,2026-07-19T13:00:00
CMP-0219,Mobile App,2026-07-15T18:00:00,Bhai Lalghati side tap water completely band hai 3 din se. Please urgent help karo.,Hinglish,Water Supply,Water outage,Lalghati,6,High,INC-0064,In Progress,
CMP-0169,Social Media,2026-07-15T20:00:00,"Bairagarh क्षेत्र में बिजली गुल है, ग्रिड या ट्रांसफार्मर में खराबी की आशंका है।",Hindi,Electricity,Power outage,Bairagarh,3,High,INC-0040,Resolved,2026-07-19T08:00:00
CMP-0171,Municipal Helpline,2026-07-15T21:00:00,"Sant Hirdaram nagar me power cut chal raha hai kal se, fan light sab band hai, please light chalu karo.",Hinglish,Electricity,Power outage,Bairagarh,3,High,INC-0040,Resolved,2026-07-16T10:00:00
CMP-0196,Municipal Helpline,2026-07-15T21:00:00,Sewage chamber overflowing on Jahangirabad police line residential street. Filthy black water spreading.,English,Drainage,Overflowing sewage,Jahangirabad,41,High,INC-0048,Resolved,2026-07-19T19:00:00
CMP-0603,CM Helpline,2026-07-15T21:00:00,Indrapuri sector C me kal se paani nahi aa raha hai. Bahut dikkat ho rahi hai.,Hinglish,Water Supply,Water outage,Indrapuri,62,High,INC-0448,Pending,
CMP-0170,Municipal Helpline,2026-07-15T23:00:00,"बैरागढ़ क्षेत्र में बिजली गुल है, ग्रिड या ट्रांसफार्मर में खराबी की आशंका है।",Hindi,Electricity,Power outage,Bairagarh,3,High,INC-0040,Resolved,2026-07-19T18:00:00
CMP-0197,CM Helpline,2026-07-16T01:00:00,Jahangirabad में सीवरेज लाइन जाम होने से गंदा पानी घरों के आगे भर गया है।,Hindi,Drainage,Overflowing sewage,Jahangirabad,41,High,INC-0048,Resolved,2026-07-19T21:00:00
CMP-0472,Mobile App,2026-07-16T01:00:00,"पिपलानी main road pe bahut bade potholes ho gaye hain, do-wheelers roz phisal rahe hain.",Hinglish,Roads,Pothole,Piplani,60,Medium,INC-0317,Pending,
CMP-0652,Municipal Helpline,2026-07-16T01:00:00,Storm drain choked with plastic and silt in साकेत नगर. Dirty water overflowing onto road.,English,Drainage,Drain blockage,Saket Nagar,53,High,INC-0497,Resolved,2026-07-18T09:00:00
CMP-0667,Municipal Helpline,2026-07-16T01:00:00,Bhai Bawadiya Kalan side tap water completely band hai 2 din se. Please urgent help karo.,Hinglish,Water Supply,Water outage,Bawadiya Kalan,51,High,INC-0512,Resolved,2026-07-16T16:00:00
CMP-0225,Municipal Helpline,2026-07-16T02:00:00,अवधपुरी main road par fallen tree branch ki wajah se heavy jam laga hai.,Hinglish,Roads,Road obstruction,Awadhpuri,64,High,INC-0070,Resolved,2026-07-17T15:00:00
CMP-0373,Mobile App,2026-07-16T03:00:00,"बागसेवनिया side loose electrical wire zameen ke paas aa gaya hai, please fix it.",Hinglish,Electricity,Loose overhead wires,Bagsewaniya,54,Critical,INC-0218,Resolved,2026-07-17T00:00:00
CMP-0407,Mobile App,2026-07-16T14:00:00,नेहरू नगर में पिछले 2 दिन से अघोषित बिजली कटौती है। भीषण गर्मी में लोग परेशान हैं।,Hindi,Electricity,Power outage,Nehru Nagar,26,High,INC-0252,In Progress,
CMP-0712,Municipal Helpline,2026-07-16T15:00:00,चूना भट्टी क्षेत्र में मुख्य नाला जाम होने से रिहायशी घरों के सामने जलभराव हो गया है।,Hindi,Drainage,Drain blockage,Chuna Bhatti,82,High,INC-0557,Resolved,2026-07-18T17:00:00
CMP-0566,CM Helpline,2026-07-16T16:00:00,"Kamla Nagar square ke paas deep pothole hai, night me visible nahi hota, accident prone hai.",Hinglish,Roads,Pothole,Kamla Nagar,29,Medium,INC-0411,Pending,
CMP-0478,CM Helpline,2026-07-16T18:00:00,"Chunabhatti park ke paas trash pile up ho gaya hai, please Nagar Nigam vehicle bhejo.",Hinglish,Sanitation,Garbage accumulation,Chuna Bhatti,82,Medium,INC-0323,Pending,
CMP-0198,Municipal Helpline,2026-07-16T22:00:00,"Jahangirabad residential lane me sewage overflow ho raha hai, filthy smell aur health hazard hai.",Hinglish,Drainage,Overflowing sewage,Jahangirabad,41,High,INC-0048,Resolved,2026-07-18T09:00:00
CMP-0168,Social Media,2026-07-17T03:00:00,Complete blackout in Sant Hirdaram Nagar sector. No electricity since evening.,English,Electricity,Power outage,Bairagarh,3,High,INC-0040,Resolved,2026-07-17T08:00:00
CMP-0717,CM Helpline,2026-07-17T05:00:00,"Municipal public toilet in Bhadbhada road is choked, without water, and filthy. Unusable.",English,Public Health,Public toilet sanitation,Bhadbhada,27,Medium,INC-0562,Resolved,2026-07-21T23:00:00
CMP-0306,CM Helpline,2026-07-17T15:00:00,"Bawadiya kalan bridge me sewer line choked hai, black water sadak par fail gaya hai.",Hinglish,Drainage,Overflowing sewage,Bawadiya Kalan,51,High,INC-0151,Pending,
CMP-0414,Municipal Helpline,2026-07-17T15:00:00,"Bhai Lalghati road ki halat kharab hai, gaddhe hi gaddhe hain, repair karwao please.",Hinglish,Roads,Pothole,Lalghati,6,Medium,INC-0259,In Progress,
CMP-0637,CM Helpline,2026-07-18T04:00:00,Storm drain choked with plastic and silt in Bittan Market. Dirty water overflowing onto road.,English,Drainage,Drain blockage,Bittan Market,46,High,INC-0482,Pending,
CMP-0461,Elected Representative,2026-07-18T15:00:00,"Idgah Hills क्षेत्र में कई बच्चों को कुत्तों ने काटा है, तुरंत डॉग स्क्वाड भेजा जाए।",Hindi,Public Health,Stray dog menace,Idgah Hills,9,Medium,INC-0306,Pending,
CMP-0628,CM Helpline,2026-07-18T18:00:00,Blinking sodium streetlight in Lalghati causing disturbance and eye strain.,English,Street Lighting,Flickering streetlight,Lalghati,6,Low,INC-0473,Resolved,2026-07-20T15:00:00
CMP-0644,Municipal Helpline,2026-07-18T23:00:00,Nullah blocked near Kotra Sultanabad causing artificial waterlogging during light rains.,English,Drainage,Drain blockage,Kotra Sultanabad,28,High,INC-0489,Pending,
